output ; startpoint ; endpoint ; numContinuum ; startF1 ; endF1 ; targetF1 ; zF1 ; stF1 ; startF2 ; endF2 ; targetF2 ; zF2 ; stF2 ; startF3 ; endF3 ; targetF3 ; zF3 ; stF3
Sem_Piep_04.flac_to_Sem_Pip_01.flac_3.wav ; Sem_Piep_04.flac ; Sem_Pip_01.flac ;  3 ; 271 ; 362 ; 315 ; 3.186 ; 2.653 ; 2024 ; 1961 ; 1992 ; 12.985 ; -0.277 ; 2639 ; 2512; 2575 ; 14.692 ; -0.426
Sem_Piep_04.flac_to_Sem_Pip_01.flac_4.wav ; Sem_Piep_04.flac ; Sem_Pip_01.flac ;  4 ; 271 ; 362 ; 331 ; 3.340 ; 3.476 ; 2024 ; 1961 ; 1982 ; 12.949 ; -0.369 ; 2639 ; 2512; 2554 ; 14.638 ; -0.567
Sem_Piep_04.flac_to_Sem_Pip_01.flac_5.wav ; Sem_Piep_04.flac ; Sem_Pip_01.flac ;  5 ; 271 ; 362 ; 346 ; 3.495 ; 4.271 ; 2024 ; 1961 ; 1971 ; 12.913 ; -0.462 ; 2639 ; 2512; 2533 ; 14.584 ; -0.709
Sem_Piep_04.flac_to_Sem_Pip_01.flac_6.wav ; Sem_Piep_04.flac ; Sem_Pip_01.flac ;  6 ; 271 ; 362 ; 362 ; 3.650 ; 5.042 ; 2024 ; 1961 ; 1961 ; 12.877 ; -0.554 ; 2639 ; 2512; 2512 ; 14.530 ; -0.850
Sem_Pip_01.flac_to_Sem_Piep_04.flac_0.wav ; Sem_Pip_01.flac ; Sem_Piep_04.flac ;  0 ; 362 ; 271 ; 362 ; 3.650 ; 0.000 ; 1961 ; 2024 ; 1961 ; 12.877 ; 0.000 ; 2512 ; 2639; 2512 ; 14.530 ; 0.000
Sem_Pip_01.flac_to_Sem_Piep_04.flac_1.wav ; Sem_Pip_01.flac ; Sem_Piep_04.flac ;  1 ; 362 ; 271 ; 346 ; 3.495 ; -0.771 ; 1961 ; 2024 ; 1971 ; 12.913 ; 0.092 ; 2512 ; 2639; 2533 ; 14.584 ; 0.141
Sem_Pip_01.flac_to_Sem_Piep_04.flac_2.wav ; Sem_Pip_01.flac ; Sem_Piep_04.flac ;  2 ; 362 ; 271 ; 331 ; 3.340 ; -1.566 ; 1961 ; 2024 ; 1982 ; 12.949 ; 0.185 ; 2512 ; 2639; 2554 ; 14.638 ; 0.283
Sem_Pip_01.flac_to_Sem_Piep_04.flac_3.wav ; Sem_Pip_01.flac ; Sem_Piep_04.flac ;  3 ; 362 ; 271 ; 315 ; 3.186 ; -2.388 ; 1961 ; 2024 ; 1992 ; 12.985 ; 0.277 ; 2512 ; 2639; 2575 ; 14.692 ; 0.424
Sem_Pip_01.flac_to_Sem_Piep_04.flac_4.wav ; Sem_Pip_01.flac ; Sem_Piep_04.flac ;  4 ; 362 ; 271 ; 300 ; 3.031 ; -3.240 ; 1961 ; 2024 ; 2003 ; 13.020 ; 0.369 ; 2512 ; 2639; 2596 ; 14.746 ; 0.566
Sem_Pip_01.flac_to_Sem_Piep_04.flac_5.wav ; Sem_Pip_01.flac ; Sem_Piep_04.flac ;  5 ; 362 ; 271 ; 285 ; 2.876 ; -4.123 ; 1961 ; 2024 ; 2014 ; 13.056 ; 0.462 ; 2512 ; 2639; 2617 ; 14.800 ; 0.708
Sem_Pip_01.flac_to_Sem_Piep_04.flac_6.wav ; Sem_Pip_01.flac ; Sem_Piep_04.flac ;  6 ; 362 ; 271 ; 271 ; 2.722 ; -5.042 ; 1961 ; 2024 ; 2024 ; 13.092 ; 0.554 ; 2512 ; 2639; 2639 ; 14.853 ; 0.850
Sem_Piep_01.flac_to_Sem_Pip_03.flac_0.wav ; Sem_Piep_01.flac ; Sem_Pip_03.flac ;  0 ; 255 ; 382 ; 255 ; 2.557 ; 0.000 ; 2044 ; 1894 ; 2044 ; 13.155 ; 0.000 ; 2720 ; 2531; 2720 ; 15.052 ; 0.000
Sem_Piep_01.flac_to_Sem_Pip_03.flac_1.wav ; Sem_Piep_01.flac ; Sem_Pip_03.flac ;  1 ; 255 ; 382 ; 275 ; 2.772 ; 1.321 ; 2044 ; 1894 ; 2018 ; 13.070 ; -0.219 ; 2720 ; 2531; 2687 ; 14.973 ; -0.209
Sem_Piep_01.flac_to_Sem_Pip_03.flac_2.wav ; Sem_Piep_01.flac ; Sem_Pip_03.flac ;  2 ; 255 ; 382 ; 296 ; 2.986 ; 2.571 ; 2044 ; 1894 ; 1992 ; 12.985 ; -0.439 ; 2720 ; 2531; 2655 ; 14.894 ; -0.417
Sem_Piep_01.flac_to_Sem_Pip_03.flac_3.wav ; Sem_Piep_01.flac ; Sem_Pip_03.flac ;  3 ; 255 ; 382 ; 317 ; 3.201 ; 3.757 ; 2044 ; 1894 ; 1967 ; 12.900 ; -0.658 ; 2720 ; 2531; 2623 ; 14.815 ; -0.625
Sem_Piep_01.flac_to_Sem_Pip_03.flac_4.wav ; Sem_Piep_01.flac ; Sem_Pip_03.flac ;  4 ; 255 ; 382 ; 338 ; 3.416 ; 4.888 ; 2044 ; 1894 ; 1943 ; 12.815 ; -0.877 ; 2720 ; 2531; 2592 ; 14.737 ; -0.832
Sem_Piep_01.flac_to_Sem_Pip_03.flac_5.wav ; Sem_Piep_01.flac ; Sem_Pip_03.flac ;  5 ; 255 ; 382 ; 360 ; 3.630 ; 5.968 ; 2044 ; 1894 ; 1918 ; 12.730 ; -1.096 ; 2720 ; 2531; 2561 ; 14.658 ; -1.039
Sem_Piep_01.flac_to_Sem_Pip_03.flac_6.wav ; Sem_Piep_01.flac ; Sem_Pip_03.flac ;  6 ; 255 ; 382 ; 382 ; 3.845 ; 7.004 ; 2044 ; 1894 ; 1894 ; 12.645 ; -1.315 ; 2720 ; 2531; 2531 ; 14.579 ; -1.246
Sem_Pip_03.flac_to_Sem_Piep_01.flac_0.wav ; Sem_Pip_03.flac ; Sem_Piep_01.flac ;  0 ; 382 ; 255 ; 382 ; 3.845 ; 0.000 ; 1894 ; 2044 ; 1894 ; 12.645 ; 0.000 ; 2531 ; 2720; 2531 ; 14.579 ; 0.000
Sem_Pip_03.flac_to_Sem_Piep_01.flac_1.wav ; Sem_Pip_03.flac ; Sem_Piep_01.flac ;  1 ; 382 ; 255 ; 360 ; 3.630 ; -1.036 ; 1894 ; 2044 ; 1918 ; 12.730 ; 0.219 ; 2531 ; 2720; 2561 ; 14.658 ; 0.207
Sem_Pip_03.flac_to_Sem_Piep_01.flac_2.wav ; Sem_Pip_03.flac ; Sem_Piep_01.flac ;  2 ; 382 ; 255 ; 338 ; 3.416 ; -2.117 ; 1894 ; 2044 ; 1943 ; 12.815 ; 0.438 ; 2531 ; 2720; 2592 ; 14.737 ; 0.414
Sem_Pip_03.flac_to_Sem_Piep_01.flac_3.wav ; Sem_Pip_03.flac ; Sem_Piep_01.flac ;  3 ; 382 ; 255 ; 317 ; 3.201 ; -3.247 ; 1894 ; 2044 ; 1967 ; 12.900 ; 0.658 ; 2531 ; 2720; 2623 ; 14.815 ; 0.621
Sem_Pip_03.flac_to_Sem_Piep_01.flac_4.wav ; Sem_Pip_03.flac ; Sem_Piep_01.flac ;  4 ; 382 ; 255 ; 296 ; 2.986 ; -4.433 ; 1894 ; 2044 ; 1992 ; 12.985 ; 0.877 ; 2531 ; 2720; 2655 ; 14.894 ; 0.829
Sem_Pip_03.flac_to_Sem_Piep_01.flac_5.wav ; Sem_Pip_03.flac ; Sem_Piep_01.flac ;  5 ; 382 ; 255 ; 275 ; 2.772 ; -5.683 ; 1894 ; 2044 ; 2018 ; 13.070 ; 1.096 ; 2531 ; 2720; 2687 ; 14.973 ; 1.037
Sem_Pip_03.flac_to_Sem_Piep_01.flac_6.wav ; Sem_Pip_03.flac ; Sem_Piep_01.flac ;  6 ; 382 ; 255 ; 255 ; 2.557 ; -7.004 ; 1894 ; 2044 ; 2044 ; 13.155 ; 1.315 ; 2531 ; 2720; 2720 ; 15.052 ; 1.246
Sem_Pip_04.flac_to_Sem_Pep_01.flac_0.wav ; Sem_Pip_04.flac ; Sem_Pep_01.flac ;  0 ; 359 ; 511 ; 359 ; 3.617 ; 0.000 ; 1888 ; 1714 ; 1888 ; 12.624 ; 0.000 ; 2526 ; 2452; 2526 ; 14.566 ; 0.000
Sem_Pip_04.flac_to_Sem_Pep_01.flac_1.wav ; Sem_Pip_04.flac ; Sem_Pep_01.flac ;  1 ; 359 ; 511 ; 383 ; 3.850 ; 1.125 ; 1888 ; 1714 ; 1858 ; 12.516 ; -0.278 ; 2526 ; 2452; 2513 ; 14.533 ; -0.086
Sem_Pip_04.flac_to_Sem_Pep_01.flac_2.wav ; Sem_Pip_04.flac ; Sem_Pep_01.flac ;  2 ; 359 ; 511 ; 407 ; 4.083 ; 2.203 ; 1888 ; 1714 ; 1828 ; 12.408 ; -0.557 ; 2526 ; 2452; 2501 ; 14.501 ; -0.172
Sem_Pip_04.flac_to_Sem_Pep_01.flac_3.wav ; Sem_Pip_04.flac ; Sem_Pep_01.flac ;  3 ; 359 ; 511 ; 432 ; 4.316 ; 3.239 ; 1888 ; 1714 ; 1799 ; 12.300 ; -0.836 ; 2526 ; 2452; 2489 ; 14.468 ; -0.258
Sem_Pip_04.flac_to_Sem_Pep_01.flac_4.wav ; Sem_Pip_04.flac ; Sem_Pep_01.flac ;  4 ; 359 ; 511 ; 458 ; 4.549 ; 4.236 ; 1888 ; 1714 ; 1770 ; 12.193 ; -1.115 ; 2526 ; 2452; 2476 ; 14.435 ; -0.343
Sem_Pip_04.flac_to_Sem_Pep_01.flac_5.wav ; Sem_Pip_04.flac ; Sem_Pep_01.flac ;  5 ; 359 ; 511 ; 484 ; 4.782 ; 5.199 ; 1888 ; 1714 ; 1742 ; 12.085 ; -1.394 ; 2526 ; 2452; 2464 ; 14.402 ; -0.429
Sem_Pip_04.flac_to_Sem_Pep_01.flac_6.wav ; Sem_Pip_04.flac ; Sem_Pep_01.flac ;  6 ; 359 ; 511 ; 511 ; 5.015 ; 6.131 ; 1888 ; 1714 ; 1714 ; 11.977 ; -1.673 ; 2526 ; 2452; 2452 ; 14.370 ; -0.515
Sem_Pep_01.flac_to_Sem_Pip_04.flac_0.wav ; Sem_Pep_01.flac ; Sem_Pip_04.flac ;  0 ; 511 ; 359 ; 511 ; 5.015 ; 0.000 ; 1714 ; 1888 ; 1714 ; 11.977 ; 0.000 ; 2452 ; 2526; 2452 ; 14.370 ; 0.000
Sem_Pep_01.flac_to_Sem_Pip_04.flac_1.wav ; Sem_Pep_01.flac ; Sem_Pip_04.flac ;  1 ; 511 ; 359 ; 484 ; 4.782 ; -0.932 ; 1714 ; 1888 ; 1742 ; 12.085 ; 0.279 ; 2452 ; 2526; 2464 ; 14.402 ; 0.086
Sem_Pep_01.flac_to_Sem_Pip_04.flac_2.wav ; Sem_Pep_01.flac ; Sem_Pip_04.flac ;  2 ; 511 ; 359 ; 458 ; 4.549 ; -1.895 ; 1714 ; 1888 ; 1770 ; 12.193 ; 0.559 ; 2452 ; 2526; 2476 ; 14.435 ; 0.171
Sem_Pep_01.flac_to_Sem_Pip_04.flac_3.wav ; Sem_Pep_01.flac ; Sem_Pip_04.flac ;  3 ; 511 ; 359 ; 432 ; 4.316 ; -2.892 ; 1714 ; 1888 ; 1799 ; 12.300 ; 0.838 ; 2452 ; 2526; 2489 ; 14.468 ; 0.257
Sem_Pep_01.flac_to_Sem_Pip_04.flac_4.wav ; Sem_Pep_01.flac ; Sem_Pip_04.flac ;  4 ; 511 ; 359 ; 407 ; 4.083 ; -3.928 ; 1714 ; 1888 ; 1828 ; 12.408 ; 1.116 ; 2452 ; 2526; 2501 ; 14.501 ; 0.343
Sem_Pep_01.flac_to_Sem_Pip_04.flac_5.wav ; Sem_Pep_01.flac ; Sem_Pip_04.flac ;  5 ; 511 ; 359 ; 383 ; 3.850 ; -5.006 ; 1714 ; 1888 ; 1858 ; 12.516 ; 1.395 ; 2452 ; 2526; 2513 ; 14.533 ; 0.429
Sem_Pep_01.flac_to_Sem_Pip_04.flac_6.wav ; Sem_Pep_01.flac ; Sem_Pip_04.flac ;  6 ; 511 ; 359 ; 359 ; 3.617 ; -6.131 ; 1714 ; 1888 ; 1888 ; 12.624 ; 1.673 ; 2452 ; 2526; 2526 ; 14.566 ; 0.515
Sem_Pip_02.flac_to_Sem_Pep_04.flac_0.wav ; Sem_Pip_02.flac ; Sem_Pep_04.flac ;  0 ; 354 ; 531 ; 354 ; 3.567 ; 0.000 ; 1911 ; 1565 ; 1911 ; 12.704 ; 0.000 ; 2386 ; 2361; 2386 ; 14.188 ; 0.000
Sem_Pip_02.flac_to_Sem_Pep_04.flac_1.wav ; Sem_Pip_02.flac ; Sem_Pep_04.flac ;  1 ; 354 ; 531 ; 381 ; 3.836 ; 1.307 ; 1911 ; 1565 ; 1848 ; 12.482 ; -0.574 ; 2386 ; 2361; 2382 ; 14.177 ; -0.030
Sem_Pip_02.flac_to_Sem_Pep_04.flac_2.wav ; Sem_Pip_02.flac ; Sem_Pep_04.flac ;  2 ; 354 ; 531 ; 410 ; 4.105 ; 2.551 ; 1911 ; 1565 ; 1788 ; 12.260 ; -1.148 ; 2386 ; 2361; 2377 ; 14.165 ; -0.060
Sem_Pip_02.flac_to_Sem_Pep_04.flac_3.wav ; Sem_Pip_02.flac ; Sem_Pep_04.flac ;  3 ; 354 ; 531 ; 439 ; 4.374 ; 3.740 ; 1911 ; 1565 ; 1730 ; 12.038 ; -1.723 ; 2386 ; 2361; 2373 ; 14.153 ; -0.091
Sem_Pip_02.flac_to_Sem_Pep_04.flac_4.wav ; Sem_Pip_02.flac ; Sem_Pep_04.flac ;  4 ; 354 ; 531 ; 469 ; 4.643 ; 4.878 ; 1911 ; 1565 ; 1673 ; 11.816 ; -2.300 ; 2386 ; 2361; 2369 ; 14.142 ; -0.121
Sem_Pip_02.flac_to_Sem_Pep_04.flac_5.wav ; Sem_Pip_02.flac ; Sem_Pep_04.flac ;  5 ; 354 ; 531 ; 499 ; 4.912 ; 5.972 ; 1911 ; 1565 ; 1618 ; 11.594 ; -2.878 ; 2386 ; 2361; 2365 ; 14.130 ; -0.151
Sem_Pip_02.flac_to_Sem_Pep_04.flac_6.wav ; Sem_Pip_02.flac ; Sem_Pep_04.flac ;  6 ; 354 ; 531 ; 531 ; 5.181 ; 7.027 ; 1911 ; 1565 ; 1565 ; 11.372 ; -3.458 ; 2386 ; 2361; 2361 ; 14.119 ; -0.181
Sem_Pep_04.flac_to_Sem_Pip_02.flac_0.wav ; Sem_Pep_04.flac ; Sem_Pip_02.flac ;  0 ; 531 ; 354 ; 531 ; 5.181 ; 0.000 ; 1565 ; 1911 ; 1565 ; 11.372 ; 0.000 ; 2361 ; 2386; 2361 ; 14.119 ; 0.000
Sem_Pep_04.flac_to_Sem_Pip_02.flac_1.wav ; Sem_Pep_04.flac ; Sem_Pip_02.flac ;  1 ; 531 ; 354 ; 499 ; 4.912 ; -1.055 ; 1565 ; 1911 ; 1618 ; 11.594 ; 0.580 ; 2361 ; 2386; 2365 ; 14.130 ; 0.030
Sem_Pep_04.flac_to_Sem_Pip_02.flac_2.wav ; Sem_Pep_04.flac ; Sem_Pip_02.flac ;  2 ; 531 ; 354 ; 469 ; 4.643 ; -2.149 ; 1565 ; 1911 ; 1673 ; 11.816 ; 1.158 ; 2361 ; 2386; 2369 ; 14.142 ; 0.060
Sem_Pep_04.flac_to_Sem_Pip_02.flac_3.wav ; Sem_Pep_04.flac ; Sem_Pip_02.flac ;  3 ; 531 ; 354 ; 439 ; 4.374 ; -3.288 ; 1565 ; 1911 ; 1730 ; 12.038 ; 1.734 ; 2361 ; 2386; 2373 ; 14.153 ; 0.091
Sem_Pep_04.flac_to_Sem_Pip_02.flac_4.wav ; Sem_Pep_04.flac ; Sem_Pip_02.flac ;  4 ; 531 ; 354 ; 410 ; 4.105 ; -4.476 ; 1565 ; 1911 ; 1788 ; 12.260 ; 2.309 ; 2361 ; 2386; 2377 ; 14.165 ; 0.121
Sem_Pep_04.flac_to_Sem_Pip_02.flac_5.wav ; Sem_Pep_04.flac ; Sem_Pip_02.flac ;  5 ; 531 ; 354 ; 381 ; 3.836 ; -5.720 ; 1565 ; 1911 ; 1848 ; 12.482 ; 2.884 ; 2361 ; 2386; 2382 ; 14.177 ; 0.151
Sem_Pep_04.flac_to_Sem_Pip_02.flac_6.wav ; Sem_Pep_04.flac ; Sem_Pip_02.flac ;  6 ; 531 ; 354 ; 354 ; 3.567 ; -7.027 ; 1565 ; 1911 ; 1911 ; 12.704 ; 3.458 ; 2361 ; 2386; 2386 ; 14.188 ; 0.181
Sem_Pip_01.flac_to_Sem_Pep_03.flac_0.wav ; Sem_Pip_01.flac ; Sem_Pep_03.flac ;  0 ; 362 ; 515 ; 362 ; 3.650 ; 0.000 ; 1961 ; 1603 ; 1961 ; 12.877 ; 0.000 ; 2512 ; 2326; 2512 ; 14.530 ; 0.000
Sem_Pip_01.flac_to_Sem_Pep_03.flac_1.wav ; Sem_Pip_01.flac ; Sem_Pep_03.flac ;  1 ; 362 ; 515 ; 386 ; 3.883 ; 1.122 ; 1961 ; 1603 ; 1896 ; 12.653 ; -0.578 ; 2512 ; 2326; 2480 ; 14.446 ; -0.223
Sem_Pip_01.flac_to_Sem_Pep_03.flac_2.wav ; Sem_Pip_01.flac ; Sem_Pep_03.flac ;  2 ; 362 ; 515 ; 411 ; 4.117 ; 2.198 ; 1961 ; 1603 ; 1834 ; 12.429 ; -1.157 ; 2512 ; 2326; 2449 ; 14.361 ; -0.445
Sem_Pip_01.flac_to_Sem_Pep_03.flac_3.wav ; Sem_Pip_01.flac ; Sem_Pep_03.flac ;  3 ; 362 ; 515 ; 436 ; 4.351 ; 3.231 ; 1961 ; 1603 ; 1774 ; 12.206 ; -1.737 ; 2512 ; 2326; 2417 ; 14.276 ; -0.667
Sem_Pip_01.flac_to_Sem_Pep_03.flac_4.wav ; Sem_Pip_01.flac ; Sem_Pep_03.flac ;  4 ; 362 ; 515 ; 462 ; 4.585 ; 4.227 ; 1961 ; 1603 ; 1715 ; 11.982 ; -2.317 ; 2512 ; 2326; 2387 ; 14.191 ; -0.888
Sem_Pip_01.flac_to_Sem_Pep_03.flac_5.wav ; Sem_Pip_01.flac ; Sem_Pep_03.flac ;  5 ; 362 ; 515 ; 488 ; 4.819 ; 5.189 ; 1961 ; 1603 ; 1658 ; 11.758 ; -2.899 ; 2512 ; 2326; 2356 ; 14.106 ; -1.109
Sem_Pip_01.flac_to_Sem_Pep_03.flac_6.wav ; Sem_Pip_01.flac ; Sem_Pep_03.flac ;  6 ; 362 ; 515 ; 515 ; 5.053 ; 6.119 ; 1961 ; 1603 ; 1603 ; 11.534 ; -3.482 ; 2512 ; 2326; 2326 ; 14.021 ; -1.331
Sem_Pep_03.flac_to_Sem_Pip_01.flac_0.wav ; Sem_Pep_03.flac ; Sem_Pip_01.flac ;  0 ; 515 ; 362 ; 515 ; 5.053 ; 0.000 ; 1603 ; 1961 ; 1603 ; 11.534 ; 0.000 ; 2326 ; 2512; 2326 ; 14.021 ; 0.000
Sem_Pep_03.flac_to_Sem_Pip_01.flac_1.wav ; Sem_Pep_03.flac ; Sem_Pip_01.flac ;  1 ; 515 ; 362 ; 488 ; 4.819 ; -0.930 ; 1603 ; 1961 ; 1658 ; 11.758 ; 0.583 ; 2326 ; 2512; 2356 ; 14.106 ; 0.221
Sem_Pep_03.flac_to_Sem_Pip_01.flac_2.wav ; Sem_Pep_03.flac ; Sem_Pip_01.flac ;  2 ; 515 ; 362 ; 462 ; 4.585 ; -1.892 ; 1603 ; 1961 ; 1715 ; 11.982 ; 1.165 ; 2326 ; 2512; 2387 ; 14.191 ; 0.442
Sem_Pep_03.flac_to_Sem_Pip_01.flac_3.wav ; Sem_Pep_03.flac ; Sem_Pip_01.flac ;  3 ; 515 ; 362 ; 436 ; 4.351 ; -2.888 ; 1603 ; 1961 ; 1774 ; 12.206 ; 1.746 ; 2326 ; 2512; 2417 ; 14.276 ; 0.664
Sem_Pep_03.flac_to_Sem_Pip_01.flac_4.wav ; Sem_Pep_03.flac ; Sem_Pip_01.flac ;  4 ; 515 ; 362 ; 411 ; 4.117 ; -3.921 ; 1603 ; 1961 ; 1834 ; 12.429 ; 2.325 ; 2326 ; 2512; 2449 ; 14.361 ; 0.886
Sem_Pep_03.flac_to_Sem_Pip_01.flac_5.wav ; Sem_Pep_03.flac ; Sem_Pip_01.flac ;  5 ; 515 ; 362 ; 386 ; 3.883 ; -4.997 ; 1603 ; 1961 ; 1896 ; 12.653 ; 2.904 ; 2326 ; 2512; 2480 ; 14.446 ; 1.108
Sem_Pep_03.flac_to_Sem_Pip_01.flac_6.wav ; Sem_Pep_03.flac ; Sem_Pip_01.flac ;  6 ; 515 ; 362 ; 362 ; 3.650 ; -6.119 ; 1603 ; 1961 ; 1961 ; 12.877 ; 3.482 ; 2326 ; 2512; 2512 ; 14.530 ; 1.331
Sem_Pip_03.flac_to_Sem_Pep_02.flac_0.wav ; Sem_Pip_03.flac ; Sem_Pep_02.flac ;  0 ; 382 ; 522 ; 382 ; 3.845 ; 0.000 ; 1894 ; 1734 ; 1894 ; 12.645 ; 0.000 ; 2531 ; 2446; 2531 ; 14.579 ; 0.000
Sem_Pip_03.flac_to_Sem_Pep_02.flac_1.wav ; Sem_Pip_03.flac ; Sem_Pep_02.flac ;  1 ; 382 ; 522 ; 404 ; 4.055 ; 0.974 ; 1894 ; 1734 ; 1866 ; 12.547 ; -0.254 ; 2531 ; 2446; 2517 ; 14.542 ; -0.099
Sem_Pip_03.flac_to_Sem_Pep_02.flac_2.wav ; Sem_Pip_03.flac ; Sem_Pep_02.flac ;  2 ; 382 ; 522 ; 427 ; 4.265 ; 1.913 ; 1894 ; 1734 ; 1839 ; 12.449 ; -0.509 ; 2531 ; 2446; 2502 ; 14.504 ; -0.198
Sem_Pip_03.flac_to_Sem_Pep_02.flac_3.wav ; Sem_Pip_03.flac ; Sem_Pep_02.flac ;  3 ; 382 ; 522 ; 450 ; 4.475 ; 2.821 ; 1894 ; 1734 ; 1812 ; 12.350 ; -0.763 ; 2531 ; 2446; 2488 ; 14.466 ; -0.296
Sem_Pip_03.flac_to_Sem_Pep_02.flac_4.wav ; Sem_Pip_03.flac ; Sem_Pep_02.flac ;  4 ; 382 ; 522 ; 473 ; 4.685 ; 3.699 ; 1894 ; 1734 ; 1786 ; 12.252 ; -1.018 ; 2531 ; 2446; 2474 ; 14.429 ; -0.395
Sem_Pip_03.flac_to_Sem_Pep_02.flac_5.wav ; Sem_Pip_03.flac ; Sem_Pep_02.flac ;  5 ; 382 ; 522 ; 497 ; 4.895 ; 4.552 ; 1894 ; 1734 ; 1760 ; 12.154 ; -1.272 ; 2531 ; 2446; 2460 ; 14.391 ; -0.494
Sem_Pip_03.flac_to_Sem_Pep_02.flac_6.wav ; Sem_Pip_03.flac ; Sem_Pep_02.flac ;  6 ; 382 ; 522 ; 522 ; 5.104 ; 5.380 ; 1894 ; 1734 ; 1734 ; 12.055 ; -1.527 ; 2531 ; 2446; 2446 ; 14.353 ; -0.592
Sem_Pep_02.flac_to_Sem_Pip_03.flac_0.wav ; Sem_Pep_02.flac ; Sem_Pip_03.flac ;  0 ; 522 ; 382 ; 522 ; 5.104 ; 0.000 ; 1734 ; 1894 ; 1734 ; 12.055 ; 0.000 ; 2446 ; 2531; 2446 ; 14.353 ; 0.000
Sem_Pep_02.flac_to_Sem_Pip_03.flac_1.wav ; Sem_Pep_02.flac ; Sem_Pip_03.flac ;  1 ; 522 ; 382 ; 497 ; 4.895 ; -0.828 ; 1734 ; 1894 ; 1760 ; 12.154 ; 0.255 ; 2446 ; 2531; 2460 ; 14.391 ; 0.099
Sem_Pep_02.flac_to_Sem_Pip_03.flac_2.wav ; Sem_Pep_02.flac ; Sem_Pip_03.flac ;  2 ; 522 ; 382 ; 473 ; 4.685 ; -1.680 ; 1734 ; 1894 ; 1786 ; 12.252 ; 0.510 ; 2446 ; 2531; 2474 ; 14.429 ; 0.197
Sem_Pep_02.flac_to_Sem_Pip_03.flac_3.wav ; Sem_Pep_02.flac ; Sem_Pip_03.flac ;  3 ; 522 ; 382 ; 450 ; 4.475 ; -2.559 ; 1734 ; 1894 ; 1812 ; 12.350 ; 0.764 ; 2446 ; 2531; 2488 ; 14.466 ; 0.296
Sem_Pep_02.flac_to_Sem_Pip_03.flac_4.wav ; Sem_Pep_02.flac ; Sem_Pip_03.flac ;  4 ; 522 ; 382 ; 427 ; 4.265 ; -3.466 ; 1734 ; 1894 ; 1839 ; 12.449 ; 1.019 ; 2446 ; 2531; 2502 ; 14.504 ; 0.394
Sem_Pep_02.flac_to_Sem_Pip_03.flac_5.wav ; Sem_Pep_02.flac ; Sem_Pip_03.flac ;  5 ; 522 ; 382 ; 404 ; 4.055 ; -4.406 ; 1734 ; 1894 ; 1866 ; 12.547 ; 1.273 ; 2446 ; 2531; 2517 ; 14.542 ; 0.493
Sem_Pep_02.flac_to_Sem_Pip_03.flac_6.wav ; Sem_Pep_02.flac ; Sem_Pip_03.flac ;  6 ; 522 ; 382 ; 382 ; 3.845 ; -5.380 ; 1734 ; 1894 ; 1894 ; 12.645 ; 1.527 ; 2446 ; 2531; 2531 ; 14.579 ; 0.592
Sem_Cup_04.flac_to_Sem_Cap_04.flac_0.wav ; Sem_Cup_04.flac ; Sem_Cap_04.flac ;  0 ; 332 ; 476 ; 332 ; 3.354 ; 0.000 ; 1545 ; 1917 ; 1545 ; 11.287 ; 0.000 ; 2086 ; 2407; 2086 ; 13.291 ; 0.000
Sem_Cup_04.flac_to_Sem_Cap_04.flac_1.wav ; Sem_Cup_04.flac ; Sem_Cap_04.flac ;  1 ; 332 ; 476 ; 355 ; 3.579 ; 1.149 ; 1545 ; 1917 ; 1602 ; 11.527 ; 0.627 ; 2086 ; 2407; 2136 ; 13.451 ; 0.412
Sem_Cup_04.flac_to_Sem_Cap_04.flac_2.wav ; Sem_Cup_04.flac ; Sem_Cap_04.flac ;  2 ; 332 ; 476 ; 378 ; 3.805 ; 2.247 ; 1545 ; 1917 ; 1661 ; 11.766 ; 1.251 ; 2086 ; 2407; 2187 ; 13.610 ; 0.824
Sem_Cup_04.flac_to_Sem_Cap_04.flac_3.wav ; Sem_Cup_04.flac ; Sem_Cap_04.flac ;  3 ; 332 ; 476 ; 402 ; 4.031 ; 3.299 ; 1545 ; 1917 ; 1721 ; 12.006 ; 1.873 ; 2086 ; 2407; 2240 ; 13.769 ; 1.237
Sem_Cup_04.flac_to_Sem_Cap_04.flac_4.wav ; Sem_Cup_04.flac ; Sem_Cap_04.flac ;  4 ; 332 ; 476 ; 426 ; 4.256 ; 4.312 ; 1545 ; 1917 ; 1784 ; 12.246 ; 2.494 ; 2086 ; 2407; 2294 ; 13.928 ; 1.650
Sem_Cup_04.flac_to_Sem_Cap_04.flac_5.wav ; Sem_Cup_04.flac ; Sem_Cap_04.flac ;  5 ; 332 ; 476 ; 451 ; 4.482 ; 5.287 ; 1545 ; 1917 ; 1849 ; 12.485 ; 3.114 ; 2086 ; 2407; 2350 ; 14.087 ; 2.065
Sem_Cup_04.flac_to_Sem_Cap_04.flac_6.wav ; Sem_Cup_04.flac ; Sem_Cap_04.flac ;  6 ; 332 ; 476 ; 476 ; 4.707 ; 6.229 ; 1545 ; 1917 ; 1917 ; 12.725 ; 3.734 ; 2086 ; 2407; 2407 ; 14.247 ; 2.480
Sem_Cap_04.flac_to_Sem_Cup_04.flac_0.wav ; Sem_Cap_04.flac ; Sem_Cup_04.flac ;  0 ; 476 ; 332 ; 476 ; 4.707 ; 0.000 ; 1917 ; 1545 ; 1917 ; 12.725 ; 0.000 ; 2407 ; 2086; 2407 ; 14.247 ; 0.000
